City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Nadvoitsy,RU,63.8667,34.3167,35.2,92,100,9.31,overcast clouds
459,Sistranda,NO,63.7256,8.834,42.76,76,100,12.64,overcast clouds
460,Casino,AU,-28.8667,153.05,66.67,94,100,3.83,overcast clouds
461,Takoradi,GH,4.8845,-1.7554,76.06,90,42,6.71,scattered clouds
462,Angra Dos Reis,BR,-23.0067,-44.3181,70.65,83,36,6.11,scattered clouds
463,Port-Cartier,CA,50.0334,-66.8654,50.22,99,99,2.66,heavy intensity rain
464,Kautokeino,NO,69.0125,23.0412,33.03,81,80,7.72,broken clouds
465,Mishelevka,RU,52.8575,103.1719,37.36,87,100,4.72,overcast clouds
466,Gushi,CN,34.6425,109.5843,68.4,31,7,6.31,clear sky
467,Phangnga,TH,8.4509,98.5298,82.44,90,100,5.1,overcast clouds
468,Araouane,ML,18.9048,-3.5265,83.82,17,91,5.82,overcast clouds
469,Port Hardy,CA,50.6996,-127.4199,57.38,100,100,3.44,mist
470,Praya,CV,14.9215,-23.5087,73.94,83,20,3.44,few clouds
471,Husavik,IS,66.0449,-17.3389,30.88,74,85,10.2,overcast clouds
472,Hamilton,US,39.1834,-84.5333,42.85,50,0,8.05,clear sky
473,Dickinson,US,29.4608,-95.0513,59.95,60,0,4.61,clear sky
474,Sabang,ID,5.8933,95.3214,81.0,79,98,23.6,overcast clouds
475,Seinajoki,FI,62.7945,22.8282,37.24,98,0,3.44,clear sky
476,Solano,US,38.2333,-121.9511,77.4,45,0,0.0,clear sky
477,Necochea,AR,-38.5473,-58.7368,57.52,91,100,11.01,overcast clouds
478,Laguna,US,38.421,-121.4238,75.09,55,0,3.44,clear sky
479,Kenai,US,60.5544,-151.2583,44.15,79,40,8.05,scattered clouds
480,Komsomolskiy,UZ,40.4272,71.7189,48.92,66,10,0.0,clear sky
481,Vysokogornyy,RU,50.1167,139.15,41.05,56,32,13.47,scattered clouds
482,Chulym,RU,55.0997,80.9572,44.01,61,100,14.7,overcast clouds
483,Najran,SA,17.4924,44.1277,61.45,23,0,0.29,clear sky
484,Zhongxing,CN,33.7039,118.6792,68.05,36,44,12.93,scattered clouds
485,Sampit,ID,-2.5333,112.95,89.65,58,96,2.71,overcast clouds
486,Awjilah,LY,29.1081,21.2869,68.41,60,67,6.29,broken clouds
487,Saint-Joseph,RE,-21.3667,55.6167,73.78,67,8,9.06,clear sky
488,Rawson,AR,-43.3002,-65.1023,64.18,42,100,15.73,overcast clouds
489,Roma,US,43.2128,-75.4557,44.38,74,100,5.75,overcast clouds
490,San Cristobal,VE,7.7669,-72.225,69.98,97,100,1.36,overcast clouds
491,Matara,LK,5.9485,80.5353,79.84,84,100,12.64,overcast clouds
492,Kiri Buru,IN,22.0833,85.35,78.12,62,0,5.39,clear sky
493,Zhanaozen,KZ,43.3,52.8,55.04,55,82,21.16,broken clouds
494,Nivala,FI,63.9167,24.9667,34.68,97,26,3.53,scattered clouds
495,Abu Kamal,SY,34.4506,40.9171,74.43,43,100,8.97,overcast clouds
496,Sabha,LY,27.0377,14.4283,65.39,54,44,8.25,scattered clouds
497,Severnyy,RU,50.677,36.5532,41.04,100,75,2.24,mist
498,Puerto Escondido,MX,15.85,-97.0667,77.36,81,100,5.48,overcast clouds
499,Cidreira,BR,-30.1811,-50.2056,62.71,95,76,5.59,broken clouds
500,Xining,CN,36.6167,101.7667,42.75,91,100,2.89,overcast clouds
501,Marsh Harbour,BS,26.5412,-77.0636,77.99,71,100,10.51,overcast clouds
502,Oksfjord,NO,70.2396,22.3479,37.58,88,99,15.52,overcast clouds
503,Mercedes,AR,-34.6515,-59.4307,64.78,93,100,3.6,light rain
504,Zenzeli,RU,45.9241,47.0474,56.98,85,96,2.26,overcast clouds
505,Xam Nua,LA,20.4197,104.0439,58.69,99,100,1.61,overcast clouds
506,Myingyan,MM,21.4667,95.3833,83.73,64,6,9.84,clear sky
507,Palmer,US,42.1584,-72.3287,42.85,83,0,4.61,clear sky
508,Tadine,NC,-21.55,167.8833,73.94,62,87,16.11,overcast clouds
509,Sohag,EG,26.557,31.6948,70.09,51,38,9.42,scattered clouds
510,Tieli,CN,46.95,128.05,53.04,33,48,6.58,scattered clouds
511,Roald,NO,62.5833,6.1333,41.14,87,75,9.22,broken clouds
512,Pevek,RU,69.7008,170.3133,29.08,88,100,3.11,overcast clouds
513,Olinda,BR,-8.0089,-34.8553,78.53,69,75,11.5,broken clouds
514,Sheopur,IN,25.6667,76.7,77.74,52,5,5.99,clear sky
515,Haines Junction,CA,60.7522,-137.5108,37.35,93,100,3.44,overcast clouds
516,Verkhniy Avzyan,RU,53.5289,57.5372,35.73,100,100,0.58,overcast clouds
517,Valjevo,RS,44.2751,19.8982,41.79,87,5,4.36,clear sky
518,Dibulla,CO,11.2725,-73.3091,76.96,87,37,5.53,scattered clouds
519,Itacoatiara,BR,-3.1431,-58.4442,73.89,95,32,2.17,moderate rain
520,Salinas,US,36.6777,-121.6555,76.01,44,0,4.61,clear sky
521,Killarney,IE,52.05,-9.5167,54.36,96,86,7.94,overcast clouds
522,Beloha,MG,-25.1667,45.05,73.38,64,0,12.3,clear sky
523,Orcopampa,PE,-15.2661,-72.3417,44.49,41,91,0.96,overcast clouds
524,Luz,BR,-19.8014,-45.6856,68.63,83,96,5.28,overcast clouds
525,Batemans Bay,AU,-35.7167,150.1833,70.11,72,100,6.67,overcast clouds
526,Iki-Burul,RU,45.8208,44.6472,52.34,59,3,7.52,clear sky
527,Muisne,EC,0.6,-80.0333,74.21,84,100,9.1,overcast clouds
528,Alyangula,AU,-13.8483,136.4192,85.46,63,70,6.4,broken clouds
529,Oriximina,BR,-1.7656,-55.8661,76.5,86,27,3.04,scattered clouds
530,Dryden,CA,49.7833,-92.7503,34.09,64,0,8.05,clear sky
531,Karaton,ID,-6.3424,106.1045,81.19,76,100,2.8,light rain
532,Avera,US,33.194,-82.5271,43.56,49,0,6.64,clear sky
533,Sonipat,IN,28.9833,77.0167,80.6,50,0,6.71,clear sky
534,Mossendjo,CG,-2.9506,12.7261,68.47,100,90,2.77,overcast clouds
535,Norden,DE,53.6,7.2,44.96,95,75,1.01,broken clouds
536,Mwinilunga,ZM,-11.7358,24.4293,61.54,46,39,3.42,scattered clouds
537,Polovinnoye,RU,54.7914,65.9864,41.58,85,100,9.73,overcast clouds
538,Cam Ranh,VN,11.9214,109.1591,82.36,74,75,9.22,broken clouds
539,Ecoporanga,BR,-18.3733,-40.8306,67.87,93,82,4.09,broken clouds
540,Aleksandrovskiy Zavod,RU,50.9237,117.9374,43.05,32,100,3.74,overcast clouds
541,Basco,PH,20.4487,121.9702,79.66,86,100,28.43,overcast clouds
542,Manati,PR,18.4275,-66.4921,78.15,96,13,5.08,few clouds
543,Kirovskiy,RU,45.0917,133.5136,55.96,42,5,12.97,clear sky
544,Vardo,NO,70.3705,31.1107,31.98,86,100,27.63,overcast clouds
545,Hovd,MN,48.0056,91.6419,38.23,38,100,1.21,overcast clouds
546,Kologriv,RU,58.8275,44.3178,31.19,94,52,4.79,broken clouds
547,Aberdeen,GB,57.1437,-2.0981,50.49,81,100,8.05,overcast clouds
548,Kargasok,RU,59.0556,80.8572,38.35,96,100,12.64,overcast clouds
549,Kade,DE,52.3833,12.2667,41.09,93,98,6.73,overcast clouds
550,Ambulu,ID,-8.345,113.6058,83.57,73,98,3.04,overcast clouds
551,Iralaya,HN,15.0,-83.2333,79.48,83,41,6.02,scattered clouds
552,Khuzhir,RU,53.1939,107.3397,41.54,52,99,4.97,overcast clouds
553,Otradnoye,RU,59.7775,30.8181,35.65,94,84,4.74,broken clouds
554,Yenagoa,NG,4.9247,6.2642,74.59,94,98,3.4,overcast clouds
555,Lyuban,BY,52.7985,28.0048,35.1,84,69,16.02,broken clouds
556,Jabinyanah,TN,35.035,10.9081,64.2,73,0,6.91,clear sky
557,Gewane,ET,10.1664,40.6453,80.26,30,6,3.38,clear sky
558,Dzilam Gonzalez,MX,21.2833,-88.9333,73.04,87,100,7.43,light rain
559,Ravar,IR,31.2656,56.8055,69.51,26,1,0.74,clear sky
560,Trebinje,BA,42.7119,18.3442,62.94,45,0,25.32,clear sky
561,West Fargo,US,46.875,-96.9004,45.01,48,0,6.91,clear sky
562,Chadan,RU,51.2833,91.5833,34.57,52,100,2.8,overcast clouds
563,Bantou,CN,26.2151,117.4893,78.73,35,34,5.84,scattered clouds
564,Cortes,ES,41.9395,-1.4396,64.45,44,100,13.2,overcast clouds
565,Lasa,IT,46.6166,10.7002,52.68,80,58,2.21,broken clouds
566,Niort,FR,46.3333,-0.3333,59.16,94,98,3.0,overcast clouds
567,Morehead,US,37.2711,-87.1764,43.0,71,0,0.0,clear sky
568,Yeppoon,AU,-23.1333,150.7333,73.18,81,90,11.48,light rain
569,South Venice,US,27.0531,-82.4243,59.0,65,1,5.99,clear sky
570,Gragnano,IT,40.6956,14.5123,67.71,68,0,2.37,clear sky
571,Kaita,JP,34.3667,132.55,69.35,44,0,2.37,clear sky
572,Belyy Yar,RU,53.6039,91.3903,40.89,69,0,6.71,clear sky
573,Beringovskiy,RU,63.05,179.3167,35.8,87,34,8.1,scattered clouds
574,Chekhov,RU,55.1431,37.4711,43.09,86,100,6.15,overcast clouds
575,Belaya Gora,RU,68.5333,146.4167,8.08,88,6,4.47,clear sky
576,Nageshwari,BD,25.9377,89.7148,80.35,71,32,9.86,scattered clouds
577,Touros,BR,-5.1989,-35.4608,76.28,77,55,15.48,broken clouds
578,Boguchany,RU,58.3814,97.4531,36.37,83,100,3.69,overcast clouds
579,Inuvik,CA,68.3499,-133.7218,25.56,93,100,6.91,light snow
580,Knysna,ZA,-34.0363,23.0471,62.67,88,42,8.72,scattered clouds
581,Aksum,ET,14.1245,38.7244,58.82,55,24,5.08,few clouds
582,Sur,OM,22.5667,59.5289,85.59,31,59,1.48,broken clouds
583,Kedrovyy,RU,56.1667,91.8167,39.87,80,98,6.08,overcast clouds
584,Golaghat,IN,26.5167,93.9667,77.14,78,17,4.65,few clouds
585,Derzhavinsk,KZ,51.1,66.3167,47.08,85,100,19.44,overcast clouds
586,Jalu,LY,29.0331,21.5482,69.3,55,63,6.42,broken clouds
587,Podor,MR,16.6527,-14.9587,84.18,53,0,9.46,clear sky
588,Funadhoo,MV,6.15,73.2667,80.22,81,97,16.51,overcast clouds
589,Ixtapa,MX,20.7,-105.2,79.83,89,40,0.0,scattered clouds
590,Sanger,US,36.708,-119.556,76.8,52,0,3.44,clear sky
591,Cockburn Town,TC,21.4612,-71.1419,82.6,76,37,11.39,scattered clouds
592,Jimeta,NG,9.2833,12.4667,76.32,75,100,2.93,light rain
593,Ishinomaki,JP,38.4167,141.3,68.0,51,7,20.85,clear sky
594,Loucovice,CZ,48.6202,14.2575,42.03,87,100,3.09,overcast clouds
595,Liyang,CN,29.7057,118.2862,73.29,32,23,3.87,few clouds
596,Swan Hill,AU,-35.3378,143.5544,71.62,74,93,15.68,moderate rain
597,Bellary,IN,15.15,76.9333,80.53,70,36,7.45,scattered clouds
598,Vallenar,CL,-28.5708,-70.7581,57.04,57,0,0.34,clear sky
599,Sabla,NG,12.7525,4.7077,75.76,37,43,3.24,scattered clouds
600,Muriae,BR,-21.1306,-42.3664,69.93,95,100,3.53,overcast clouds
601,Kahului,US,20.8947,-156.47,80.62,72,40,6.91,scattered clouds
602,Tena,EC,-0.9833,-77.8167,69.01,94,95,2.95,overcast clouds
603,Takahagi,JP,36.7167,140.7167,68.09,39,0,0.92,clear sky
604,Alcudia,ES,39.8532,3.1214,68.68,77,87,3.31,overcast clouds
605,Port Antonio,JM,18.18,-76.4612,82.31,84,54,6.13,broken clouds
606,Deputatskiy,RU,69.3,139.9,-0.26,86,11,5.48,few clouds
607,Krasnoye,UA,49.9145,24.6134,36.48,95,11,8.19,few clouds
608,Amga,RU,60.8953,131.9608,27.18,86,100,9.04,light snow
609,Nova Odesa,UA,47.3078,31.7851,43.7,81,99,21.74,light rain
610,Tefe,BR,-3.3542,-64.7114,74.19,95,86,0.98,overcast clouds
611,Bagotville,AU,-28.9833,153.4167,67.05,84,100,10.6,overcast clouds
612,Cururupu,BR,-1.8283,-44.8683,76.93,87,62,5.12,broken clouds
613,Qingquan,CN,30.4511,115.2559,71.65,29,96,7.29,overcast clouds
614,Hambantota,LK,6.1241,81.1185,88.14,66,95,13.8,overcast clouds
615,Santana,BR,-0.0583,-51.1817,82.58,83,75,3.44,broken clouds
616,Zheshart,RU,62.0731,49.5733,33.94,85,98,11.21,overcast clouds
617,Shangqiu,CN,34.45,115.65,69.21,29,80,12.86,broken clouds
618,Port Macquarie,AU,-31.4333,152.9167,66.88,94,75,10.36,light rain
619,Progreso,MX,21.2833,-89.6667,75.31,80,100,14.79,light rain
620,Eureka,US,40.8021,-124.1637,55.2,82,4,1.99,clear sky
621,Hirara,JP,24.8,125.2833,82.26,73,75,23.02,broken clouds
622,Talnakh,RU,69.4865,88.3972,34.21,96,100,15.97,light snow
623,Prince Rupert,CA,54.3161,-130.3201,53.69,83,100,5.75,overcast clouds
624,King City,US,36.2127,-121.126,77.47,21,98,4.38,overcast clouds
625,Shieli,KZ,44.1667,66.75,50.52,35,83,13.2,broken clouds
626,Baykit,RU,61.67,96.37,35.51,80,92,6.46,overcast clouds
627,Broken Hill,AU,-31.95,141.4333,76.05,42,27,6.96,scattered clouds
628,Guanare,VE,9.0418,-69.7421,72.19,96,23,3.83,few clouds
629,Roquetas De Mar,ES,36.7642,-2.6148,70.61,86,100,2.62,overcast clouds
630,Noboribetsu,JP,42.4514,141.1731,58.71,60,10,21.16,clear sky
631,Hofn,IS,64.2539,-15.2082,41.7,76,6,12.88,clear sky
632,Lokosovo,RU,61.1333,74.8167,39.06,91,100,9.64,overcast clouds
633,Caxito,AO,-8.5785,13.6643,76.21,80,97,3.56,overcast clouds
634,Teya,RU,60.3778,92.6267,35.94,87,100,7.31,overcast clouds
635,Khor,RU,47.8861,134.9464,51.35,44,3,14.9,clear sky
636,Wuda,CN,39.4994,106.7117,62.46,48,100,3.04,overcast clouds
637,Marrakesh,MA,31.6315,-8.0083,68.07,60,0,3.44,clear sky
638,Vertientes,CU,21.2594,-78.1464,74.01,88,54,3.04,broken clouds
639,Klaipeda,LT,55.7172,21.1175,48.25,67,70,11.9,broken clouds
640,Namatanai,PG,-3.6667,152.4333,86.0,63,90,6.71,overcast clouds
641,Tazovskiy,RU,67.4667,78.7,35.08,97,100,16.02,light snow
642,Outjo,NA,-20.1167,16.15,68.05,46,29,3.51,scattered clouds
643,Pangkalanbuun,ID,-2.6833,111.6167,91.78,53,92,2.95,overcast clouds
644,Goderich,CA,43.7501,-81.7165,41.92,70,100,19.57,overcast clouds
645,Tevriz,RU,57.509,72.4042,40.33,86,100,6.58,overcast clouds
646,Pizarro,CO,4.9533,-77.366,75.34,92,93,3.6,light rain
647,Turukhansk,RU,65.8167,87.9833,34.02,97,100,21.43,overcast clouds
648,Zhigansk,RU,66.7697,123.3711,14.95,88,99,3.11,overcast clouds
649,Sinnai,IT,39.3042,9.2036,61.47,87,40,5.75,mist
650,Peniche,PT,39.3558,-9.3811,66.11,90,1,19.98,clear sky
651,Belo Oriente,BR,-19.22,-42.4836,74.95,84,84,3.22,broken clouds
652,Pahrump,US,36.2083,-115.9839,70.25,21,6,4.05,clear sky
653,Qui Nhon,VN,13.7667,109.2333,81.0,73,96,4.41,overcast clouds
654,Wanning,CN,18.8003,110.3967,77.58,91,99,7.61,overcast clouds
655,Akyab,MM,20.15,92.9,84.11,67,2,3.98,clear sky
656,Kiunga,PG,-6.1219,141.2906,83.77,82,83,5.17,broken clouds
657,Novouzensk,RU,50.4592,48.1431,48.69,58,100,5.39,overcast clouds
658,Ceres,US,37.5949,-120.9577,76.05,55,0,0.0,clear sky
659,Kudahuvadhoo,MV,2.6708,72.8944,81.64,76,92,12.37,overcast clouds
660,Veracruz,MX,19.3333,-96.6667,66.81,77,100,1.36,overcast clouds
661,Kidal,ML,18.4411,1.4078,75.88,25,92,11.07,overcast clouds
662,Macau,MO,22.2006,113.5461,84.85,69,20,9.22,few clouds
663,Palana,RU,59.1167,159.9667,25.43,78,100,10.11,overcast clouds
664,Voh,NC,-20.9667,164.7,76.08,70,62,11.23,broken clouds
665,Lubaczow,PL,50.157,23.1234,37.51,95,7,5.7,clear sky
666,Vao,NC,-22.6667,167.4833,70.9,66,69,18.19,broken clouds
667,Solvychegodsk,RU,61.3305,46.9156,34.5,83,98,9.13,overcast clouds
668,Borogontsy,RU,62.6683,131.1683,20.26,85,99,7.54,overcast clouds
669,Chase,CA,50.8165,-119.6857,45.48,48,62,1.63,broken clouds
670,Paragominas,BR,-2.9667,-47.4833,72.03,94,49,3.83,scattered clouds
671,Campoverde,PE,-8.4753,-74.8058,76.69,76,91,2.59,overcast clouds
672,Stornoway,GB,58.2093,-6.3865,50.94,84,99,3.0,overcast clouds
673,Lata,PT,40.1629,-8.3327,60.08,95,12,6.33,few clouds
674,Manta,EC,-0.95,-80.7333,69.58,88,100,9.22,overcast clouds
675,Humaita,BR,-7.5061,-63.0208,73.71,95,75,2.68,light rain
676,Sundargarh,IN,22.1167,84.0333,78.69,56,0,7.25,clear sky
677,Olkhovka,RU,53.2115,60.6069,38.12,94,100,0.56,light rain
678,Pinotepa Nacional,MX,16.3167,-98.0167,71.47,94,100,2.35,overcast clouds
679,Hearst,CA,49.6835,-83.6665,28.65,97,100,7.18,light snow
680,Hurghada,EG,27.2574,33.8129,75.24,41,0,9.22,clear sky
681,Dzaoudzi,YT,-12.7887,45.2699,76.89,88,0,3.44,clear sky
682,Buraydah,SA,26.326,43.975,63.05,14,4,6.67,clear sky
683,Nemuro,JP,43.3236,145.575,53.94,57,22,12.06,few clouds
684,Sattahip,TH,12.6664,100.9007,86.99,57,75,4.61,haze
685,Lormi,IN,22.2833,81.7333,78.44,49,0,3.04,clear sky
686,Verkhnyaya Khava,RU,51.8404,39.9413,39.27,85,100,0.98,overcast clouds
687,Beyneu,KZ,45.3167,55.2,54.07,45,100,19.69,overcast clouds
688,Tonkino,RU,57.3726,46.4629,35.89,90,92,4.79,overcast clouds
